t,x,y,z
0.000000000,0.922758466,0.553068143,0.000068004
0.016458511,0.966015558,0.556524196,0.002962142
0.033371925,1.001065589,0.560091699,0.007440496
0.050215721,1.030091309,0.559616340,0.009059369
0.066358805,1.050478559,0.556861024,0.007366453
0.083228111,1.062033125,0.553762178,0.003287897
0.100289822,1.067364305,0.550807346,0.000354743
0.116425037,1.072663940,0.548773501,-0.000385212
0.144374371,1.084565103,0.546868934,0.002210691
0.161234379,1.090127705,0.546405012,0.002910051
0.183449268,1.093462919,0.546327830,0.004827910
0.200458527,1.095509672,0.546201725,0.004650337
0.216394663,1.097930924,0.545399420,0.004110579
0.256385326,1.103233810,0.543157301,0.002318195
0.272248268,1.103799325,0.543166001,0.002028780
0.289417982,1.106241472,0.542645018,0.000928105
0.295058489,1.108353791,0.542079764,0.000317208
