t,x,y,z
0.000000000,-0.729547912,-0.776416582,0.393437148
0.033414602,-0.714508241,-0.802968522,0.425032809
0.077979326,-0.706382814,-0.838514552,0.478147349
0.100454092,-0.708414421,-0.859111530,0.513353642
0.121908665,-0.711399169,-0.871136456,0.533436436
0.145315170,-0.716554517,-0.890945455,0.559967715
0.178103924,-0.721748471,-0.915433506,0.582494838
0.222022057,-0.729211279,-0.944580927,0.595810866
0.267680883,-0.737756381,-0.981282350,0.591597000
0.299800873,-0.743976901,-1.006608810,0.575147593
0.338883877,-0.749738797,-1.031894535,0.547843031
0.372951508,-0.755119187,-1.057053035,0.509878402
0.394306421,-0.758755375,-1.074202163,0.479141518
0.422214031,-0.681288052,-1.083441583,0.447208158
0.471784830,-0.463632060,-1.076710608,0.416251558
0.493638992,-0.357907695,-1.074278168,0.393365563
0.530510187,-0.172914141,-1.068709972,0.343637436
0.577527761,0.059845002,-1.066760174,0.256119755
0.600224972,0.136174728,-1.066226938,0.221778360
0.621964931,0.236580098,-1.065908540,0.172644328
0.649097919,0.362379077,-1.065194682,0.103681170
0.677028894,0.479577578,-1.065309406,0.082998046
0.700114489,0.586695826,-1.064570720,0.146731618
0.744724751,0.734863415,-1.064342725,0.219318473
0.778049469,0.880629125,-1.064676840,0.276887102
0.813014269,1.004219621,-1.065410959,0.313517445
0.845440149,1.106451647,-1.066795549,0.334433219
0.877909660,1.227296102,-1.068269128,0.348922084
0.926936626,1.405910826,-1.072412559,0.348116015
0.949529648,1.484205091,-1.074456684,0.339810728
0.971517801,1.561997515,-1.076776501,0.325438205
0.995161057,1.657910340,-1.079762726,0.301397749
1.049957752,1.826990538,-1.086574296,0.237659798
1.106826782,2.026273492,-1.096307667,0.125958484
1.139534235,2.129383476,-1.100902107,0.090243863
1.183208704,2.249333808,-1.102874337,0.167870521
1.216504335,2.322990823,-1.104014757,0.205008759
1.243491411,2.396650412,-1.105959419,0.235833817
1.261961222,2.454474839,-1.107419621,0.252882885
1.288372755,2.512752117,-1.109495780,0.266834458
1.310371161,2.570395425,-1.111246505,0.273377481
1.338200331,2.641356464,-1.114790779,0.277519990
1.357565641,2.697961152,-1.117013325,0.272591812
1.389447927,2.782154071,-1.121347534,0.259615264
1.433949232,2.891809506,-1.127543391,0.223583372
1.482596159,3.000680580,-1.134097594,0.167172941
1.510204315,3.067209280,-1.138093095,0.121510850
1.535026789,3.133345993,-1.143113969,0.071281525
1.557550669,3.184949313,-1.146478177,0.022786740
1.588621378,3.249381333,-1.151840455,-0.040552337
1.633934975,3.339137907,-1.158812624,-0.136513974
