t,x,y,z
0.000000000,2.488365251,-0.940568296,0.875537042
0.033226728,2.603388287,-0.979848697,0.868914329
0.066327333,2.716494325,-1.019251014,0.850343320
0.088696718,2.722137774,-1.049541162,0.848261761
0.122377634,2.662788405,-1.095669334,0.853565528
0.155271530,2.596859309,-1.139265617,0.856183506
0.188586950,2.531537220,-1.183487662,0.848132604
0.222238064,2.467409991,-1.227576593,0.829769706
0.255394697,2.404012889,-1.271035928,0.799289639
0.278086662,2.362622984,-1.300051360,0.773910928
0.310860634,2.300557626,-1.343832193,0.726385891
0.344396830,2.240593201,-1.387110457,0.668695084
0.376060009,2.183870951,-1.426466474,0.650850647
0.410218000,2.129901965,-1.458720997,0.704384371
0.443973064,2.077291616,-1.490527219,0.745303046
0.477075100,2.023986695,-1.523586947,0.775658774
0.499063730,1.989250786,-1.544605668,0.789140884
0.531089544,1.936549349,-1.576794778,0.801004675
0.566754103,1.885280619,-1.609565532,0.802018502
0.588546038,1.851289519,-1.630711579,0.795893454
0.610522985,1.818393096,-1.652099817,0.785170203
0.642922640,1.767700425,-1.684497568,0.760593869
0.666972876,1.735406144,-1.706166607,0.738025934
0.688770056,1.702194661,-1.727850283,0.711441168
0.720681429,1.654400287,-1.759604558,0.661286258
0.754166842,1.606630815,-1.791228066,0.601081532
0.789017916,1.561060823,-1.822889848,0.531723855
0.822061062,1.516390788,-1.854006036,0.450750620
0.856801033,1.468693643,-1.884859856,0.360882781
0.888387680,1.426364933,-1.914482558,0.259434792
0.922130108,1.385676193,-1.943339362,0.150498731
0.955777168,1.348959974,-1.970155748,0.030634875
0.990447283,1.299485191,-1.996958395,-0.119372442
1.010918379,1.285190479,-2.010577544,-0.068635167
1.055580854,1.242675818,-2.043224427,0.055585174
1.066473961,1.225963680,-2.057330827,0.102703588
1.088947058,1.195977439,-2.073813149,0.164805360
1.122315168,1.152685596,-2.098710383,0.243705538
1.155317307,1.109585744,-2.122854704,0.311445526
1.189028263,1.067939837,-2.131160124,0.365822252
1.244539022,0.998644417,-2.098024865,0.424493945
1.288912773,0.944202548,-2.067800627,0.452790671
1.333186626,0.891466224,-2.039393851,0.459695698
1.366471767,0.851302086,-2.018276947,0.452406000
1.399907112,0.812470905,-1.996975901,0.435064147
1.433390379,0.773020484,-1.976561907,0.407074585
1.476406813,0.721937773,-1.949535345,0.354107221
1.522212267,0.674465193,-1.925338721,0.285064901
1.544571638,0.648737935,-1.912226371,0.243640501
1.577462196,0.612851450,-1.893307132,0.170891969
1.621880770,0.565710249,-1.867807644,0.057794326
1.655411243,0.531873454,-1.846614746,-0.038812767
1.677746773,0.509302381,-1.833823558,-0.109098771
1.711309671,0.473863036,-1.828305468,-0.062838890
1.744505167,0.435690044,-1.829186406,0.021138944
1.776885033,0.400110411,-1.828245786,0.093593107
1.798726320,0.376701540,-1.827448986,0.135444728
1.831614971,0.341567075,-1.827324673,0.189719659
1.865992069,0.307700861,-1.827414772,0.231583325
1.898863792,0.272173717,-1.825117727,0.261095947
1.933116198,0.238156211,-1.826211702,0.278834848
1.955532789,0.215600955,-1.826865852,0.285472316
1.976922512,0.192241950,-1.827268846,0.289359098
1.998920441,0.170245374,-1.828390246,0.286213124
2.032134056,0.137633311,-1.830906401,0.273850187
