t,x,y,z
0.000000000,2.653716843,-1.417938267,0.761729399
0.031650305,2.651154095,-1.394494076,0.742285463
0.075873613,2.653059207,-1.357030789,0.733759373
0.109636307,2.657872329,-1.335579030,0.749027133
0.154646873,2.655976227,-1.310121684,0.742435213
0.190279245,2.650460911,-1.288454354,0.725914977
0.233355522,2.648958599,-1.260628641,0.725170947
0.266460896,2.647885492,-1.242751802,0.736392571
0.320839167,2.638673015,-1.217229963,0.735840663
0.364692688,2.625770094,-1.196940190,0.717047464
0.387741804,2.626679218,-1.186417027,0.723632200
0.420133352,2.625961956,-1.182392890,0.725061079
0.464928150,2.618784175,-1.179166085,0.715219209
0.520511389,2.614115233,-1.151757391,0.710542501
0.564867496,2.611517132,-1.133503783,0.709391405
0.598213911,2.612831104,-1.124427398,0.709295600
0.653770924,2.616609304,-1.117699247,0.707543289
0.675973892,2.619714081,-1.108657199,0.706717462
0.698552608,2.622818238,-1.099081523,0.706663909
0.722859859,2.626190893,-1.088322957,0.705851198
0.753999710,2.635399579,-1.073969454,0.706117747
0.799481392,2.646520785,-1.058103676,0.708003383
0.820673227,2.652818725,-1.049293388,0.710370737
0.842720985,2.659487989,-1.040953247,0.712901835
0.864889383,2.664683899,-1.034566097,0.714362032
0.898194313,2.677482296,-1.024354953,0.718200737
0.942839622,2.698771229,-1.017418282,0.723552921
0.965007544,2.718374090,-1.021650402,0.729430274
1.010662079,3.388686007,-0.813705385,0.004657713
1.064859629,3.389431581,-0.813873620,0.003473733
1.098033190,3.389344656,-0.813702406,0.003138889
1.143007278,3.388930925,-0.813554162,0.002082591
1.165005684,3.389029845,-0.813500413,0.001581549
1.186979771,3.389026325,-0.813430969,0.001205864
1.220642567,3.388719856,-0.813310815,0.000515254
1.265266657,3.388714171,-0.813193413,-0.000023487
1.310018778,3.388922501,-0.813412963,-0.000418885
1.342536449,3.388998902,-0.813588451,-0.000533572
1.388530254,3.389208178,-0.813754247,-0.000616365
1.408907890,3.389259589,-0.813791326,-0.000611854
1.431655169,3.389367841,-0.813843199,-0.000636316
1.465031147,3.389545888,-0.813896952,-0.000694653
1.497998953,3.277120751,-0.343445159,0.042357866
1.531321049,3.281420012,-0.338315012,0.030952124
1.576076984,3.283392172,-0.328472029,0.017008710
1.620507240,3.286188340,-0.326108939,0.008632265
1.642959833,3.287504872,-0.323799732,0.003996181
1.665185928,3.287385889,-0.322636699,0.002372469
1.699516296,3.286733634,-0.320916846,0.001161743
1.733464479,3.286535970,-0.320126683,0.000761401
1.765406370,3.286645066,-0.319564863,0.000358449
1.809971571,3.286732546,-0.318498327,-0.000344225
1.832262278,3.286852084,-0.318234968,-0.000625716
1.864734173,3.287055859,-0.317732868,-0.001603338
1.909398317,3.287246148,-0.316701631,-0.002507492
1.942664623,3.287313714,-0.315689561,-0.002319828
1.965130091,3.287191266,-0.314790877,-0.002242476
1.998466730,3.519988163,-0.482169814,0.056350172
2.031273603,3.521154204,-0.486146263,0.059986073
2.075823069,3.535262022,-0.505525568,0.075904924
2.098860502,3.545472298,-0.520073843,0.084882473
2.121038437,3.556978298,-0.538031160,0.093066642
2.154092073,3.575916552,-0.572022256,0.102446590
2.198470592,3.588685257,-0.616650236,0.102428495
2.222223282,3.589184308,-0.634049148,0.097581826
2.253885031,3.587473088,-0.653560706,0.087493754
2.298452139,3.600596501,-0.675226442,0.068862342
2.355442047,3.620592836,-0.665474890,0.036894989
2.401877165,3.628836775,-0.655093287,0.014076211
2.446174622,3.633034168,-0.653611922,0.004971751
2.489504099,3.633745670,-0.654259459,0.003274141
2.554123163,-0.208513240,-0.944309367,0.900536503
2.598975182,-0.319464477,-0.944069029,0.891810156
2.631673813,-0.428413963,-0.945233378,0.868808746
2.675732851,-0.267379725,-0.911296326,0.936759716
2.731936216,-0.012883705,-0.863383831,1.015152618
2.776526690,0.184980458,-0.825044817,1.053006870
2.797849894,0.258690389,-0.810947614,1.060864107
2.831026554,0.403711593,-0.782859232,1.068545217
2.864603043,0.546621688,-0.755863270,1.063991682
2.909604788,0.734854891,-0.719020719,1.040235673
2.954230547,0.940148298,-0.677998210,0.987504689
2.987207174,1.052200825,-0.656295025,0.946463424
3.032643557,1.249863230,-0.617058375,0.854247475
3.065170765,1.347020079,-0.596650039,0.797281116
3.121273756,1.354575133,-0.571337242,0.701040624
3.165192127,1.339575428,-0.555829813,0.752615310
3.198165655,1.331521068,-0.544940326,0.777201974
3.242737532,1.315976856,-0.531988252,0.788514123
3.276006699,1.298578938,-0.519858888,0.784069404
3.298284054,1.287948934,-0.513034140,0.776010961
3.321119547,1.276632106,-0.506417213,0.764806560
3.342270851,1.267469524,-0.501377614,0.754000229
3.375799894,1.250254117,-0.491361097,0.723389082
3.420810699,1.229164125,-0.475892328,0.720496884
3.475982666,1.212313613,-0.458289271,0.754104676
3.520570040,1.197772889,-0.446492335,0.764605822
3.542481899,1.187357097,-0.437902588,0.762671509
3.575850010,1.175270902,-0.428391675,0.750329519
3.621766090,1.157868586,-0.415672827,0.720256056
3.668487787,1.142378767,-0.403525052,0.703652691
3.701374292,1.133074209,-0.395140332,0.725126434
3.750951767,1.118064575,-0.383165012,0.740953758
3.787450075,1.106430152,-0.374273292,0.737413870
3.842822313,1.089483634,-0.361379871,0.705799719
3.865483284,1.081946004,-0.356951111,0.689664802
3.898525000,1.072498261,-0.348293652,0.710291239
3.943074465,1.057286939,-0.337097019,0.724930411
3.998118639,1.040539421,-0.324926869,0.716516735
4.021398544,1.031673018,-0.318742028,0.701768227
4.042712450,1.026486344,-0.314870545,0.689530539
4.076086998,1.015747529,-0.307364335,0.703874860
4.120925426,0.999135013,-0.295570200,0.715157927
4.142987490,0.991948872,-0.290609402,0.711873505
4.176304102,0.981324642,-0.283569761,0.698335937
4.209598541,0.970750927,-0.276324677,0.694197320
4.254216909,0.955912474,-0.266585287,0.707199916
4.309177160,0.937502605,-0.254647073,0.694422770
4.354157686,0.923574340,-0.245467617,0.697529993
4.399013758,0.909711392,-0.236428379,0.698912532
4.431356668,0.900910392,-0.230766054,0.690283123
4.475767612,0.883706907,-0.219454376,0.694228521
4.531934500,0.866938711,-0.208876695,0.689222684
4.576171398,0.849814983,-0.198447506,0.689284104
4.609512329,0.840260406,-0.192442633,0.690600926
4.632005453,0.831081088,-0.186734246,0.687997214
4.665122747,0.820496921,-0.179867917,0.688667341
