t,x,y,z
0.000000000,0.397409774,-0.474481660,0.652981326
0.021854639,0.334781497,-0.461065806,0.683447619
0.065250874,0.209868287,-0.435185334,0.729807531
0.098656893,0.117594607,-0.416316616,0.750136012
0.121433496,0.058255852,-0.404828756,0.757603973
0.143773079,-0.001660186,-0.392702975,0.760528363
0.165819168,-0.021700297,-0.389940897,0.766810857
0.194982052,0.110272127,-0.420814178,0.797653748
0.206328392,0.208012377,-0.443005864,0.817158794
0.228587151,0.337776693,-0.473088892,0.838519766
0.255103588,0.496695298,-0.511416126,0.857258947
0.287347794,0.684276541,-0.557495391,0.871190587
0.308656216,0.807793251,-0.588657683,0.874772046
0.330818653,0.929575243,-0.620297472,0.872641096
0.366484880,1.109031788,-0.667089434,0.859688867
0.388862371,1.227004641,-0.697840089,0.845133454
0.412493229,1.343840659,-0.729217152,0.825841372
0.457934141,1.600945828,-0.799869140,0.765156123
0.507200718,1.850052290,-0.870334289,0.679734093
0.533631802,1.958074269,-0.901044407,0.634217060
0.566774607,2.112745165,-0.943351643,0.622686026
0.584102631,2.185643185,-0.964885472,0.653964426
0.605626106,2.282577292,-0.993011507,0.690739552
0.628080368,2.378527763,-1.021510677,0.720503615
0.650009394,2.472714283,-1.049972088,0.745960914
0.675148726,2.591082430,-1.084573046,0.770288909
0.707171440,2.704231731,-1.120659877,0.786392387
0.734252930,2.714940438,-1.130818188,0.818467827
0.761620522,2.593838546,-1.110932119,0.872781313
0.783681393,2.497412068,-1.095415911,0.911028004
0.805829525,2.401838422,-1.080072104,0.943663343
0.827808142,2.307618336,-1.064438362,0.970329795
0.844881296,2.237237345,-1.053113491,0.987042158
0.866729498,2.145526026,-1.037866647,1.004826514
0.889207363,2.052493462,-1.023051098,1.017101481
0.905605555,1.984236815,-1.011862409,1.022486532
0.933477402,1.870301625,-0.992933669,1.026318280
0.950889826,1.802946800,-0.981585670,1.024576119
0.978458643,1.691514834,-0.962693435,1.015366345
1.002964020,1.580465955,-0.944477820,0.999129092
1.028290749,1.492840029,-0.929509582,0.980181258
1.044873714,1.427655472,-0.918556006,0.962411509
1.066951275,1.341020484,-0.903983324,0.934983843
1.088862896,1.255649128,-0.889354433,0.902724621
1.111825705,1.171435974,-0.874460363,0.865465563
1.133354187,1.087155105,-0.860421497,0.823730198
1.150594711,1.024326210,-0.849780538,0.789846625
1.174067259,0.921317774,-0.831680067,0.726623351
1.211730719,0.799933479,-0.810518094,0.641633094
1.233651638,0.720838453,-0.796659690,0.585765511
1.255743980,0.652907742,-0.784636813,0.637889549
1.277711868,0.584644581,-0.772386328,0.685862813
1.316881657,0.467865065,-0.752206177,0.754332947
1.333859444,0.418639081,-0.743267842,0.778769835
1.356809378,0.352100877,-0.732009191,0.807944689
1.377664089,0.286417601,-0.720953516,0.830388976
1.405829430,0.205835820,-0.707214932,0.851815293
1.423205137,0.156965347,-0.699602573,0.861037883
1.444906712,0.094299456,-0.687500544,0.869441835
1.472898245,0.019420608,-0.674039282,0.871385088
1.489357471,-0.027223575,-0.665589539,0.868295944
1.512131691,-0.090673333,-0.655444243,0.860679604
1.550395250,-0.198083480,-0.636810495,0.834639810
1.572010756,-0.256566552,-0.625108746,0.812225372
1.589367151,-0.302449602,-0.618241975,0.792911568
1.612016916,-0.362488452,-0.607658849,0.762431495
1.633455992,-0.421820512,-0.597798165,0.727137718
1.655829430,-0.480529179,-0.587627506,0.686430840
1.672770262,-0.524639520,-0.580984148,0.653636500
1.694156170,-0.582276853,-0.570543639,0.605076403
1.716363668,-0.638520293,-0.560732327,0.552425752
1.733840704,-0.680353258,-0.553349553,0.509268240
1.755470037,-0.735903515,-0.544376693,0.448632526
1.774752855,-0.786291127,-0.535761600,0.385471525
1.811456203,-0.480981894,-0.613339030,0.497788105
1.833380222,-0.267514274,-0.666639353,0.571381534
1.851397276,-0.059030665,-0.716732304,0.635304653
1.880849838,0.198612700,-0.777458241,0.705572264
1.906383753,0.400076146,-0.821911092,0.752877100
1.932009220,0.647533440,-0.875267026,0.801377187
1.964294195,0.936881028,-0.934217192,0.844643883
1.996875763,1.218008764,-0.988194750,0.872652994
2.030006409,1.492112513,-1.039085781,0.885435854
2.063372850,1.758458337,-1.086377628,0.883622064
2.097197294,2.017857897,-1.129510675,0.867257317
2.132128000,2.269601672,-1.170770327,0.836988795
2.147430897,2.390955022,-1.189247453,0.817103060
2.182131529,2.633361636,-1.225621060,0.768087688
2.231564283,2.983171552,-1.275850654,0.670759479
2.247905970,3.095780991,-1.291949686,0.632357354
2.282506704,3.314393573,-1.322560154,0.547713883
2.313618898,3.531711628,-1.351710416,0.450193238
2.353358984,3.773041188,-1.383491476,0.325590906
2.419093609,4.170234924,-1.433315030,0.074812742
2.485696077,4.530741136,-1.472944450,-0.071403049
2.519022703,4.662902613,-1.479034968,0.035141402
2.568636417,4.922329935,-1.489840741,0.218100184
2.618959427,5.143661743,-1.499459890,0.351279423
2.652059555,5.041680035,-1.515829913,0.423867992
2.669169426,4.959148183,-1.528538546,0.477661424
2.702641487,4.838700671,-1.549286258,0.547194981
2.736546755,4.760936641,-1.563605102,0.587071020
2.752539396,4.664559668,-1.580487381,0.629793513
2.785591125,4.550605795,-1.602213094,0.671683221
2.829713821,4.419395472,-1.627201522,0.708448848
2.862806559,4.309007007,-1.649477416,0.726750778
2.891234398,4.203107601,-1.672702832,0.733732766
2.925718069,4.101958694,-1.697653171,0.730498815
2.975247622,3.943313287,-1.732740473,0.705762280
3.009610891,3.840066322,-1.757103070,0.677921996
3.042441368,3.740402106,-1.781516945,0.639090455
3.075919390,3.641604600,-1.805980489,0.591387072
3.124869108,3.492498248,-1.841851867,0.501934233
3.159086227,3.391749455,-1.865941046,0.430041526
3.192916632,3.292450499,-1.890880658,0.350273726
3.209208727,3.245261579,-1.902600055,0.307674520
3.242176294,3.148105754,-1.927708461,0.215245432
3.275424480,3.051163092,-1.953356417,0.113043122
3.309417248,2.957985565,-1.977532304,0.004480393
3.325628757,2.909750385,-1.990546806,-0.053941769
3.358830452,2.819331719,-2.015449168,-0.106220728
3.391480207,2.744845981,-2.035735208,-0.009442270
3.425372124,2.671274202,-2.053724466,0.072891452
3.460484505,2.595145111,-2.074324098,0.147307495
3.492349386,2.546560891,-2.087916186,0.189831420
3.508279562,2.483365962,-2.104886962,0.238332625
3.542066813,2.411764645,-2.125897575,0.284573179
3.560410500,2.374278160,-2.136410475,0.304226681
3.593685865,2.301429081,-2.156974103,0.335383245
3.642807007,2.194170813,-2.186389901,0.362921915
3.674719572,2.124022972,-2.207474802,0.367662559
3.722777367,2.030668838,-2.236332887,0.358314836
3.753326893,1.961680470,-2.257053471,0.338264275
3.775534153,1.916476523,-2.271748684,0.318243770
3.804729939,1.859323438,-2.290943269,0.288910079
3.826568365,1.815164566,-2.304981853,0.258725192
3.850626945,1.829427553,-2.312335764,0.232650912
3.878772736,1.879174892,-2.325150530,0.166943417
3.925795794,1.956524009,-2.347345460,0.058843162
3.977612019,2.031509210,-2.365830661,-0.075970646
4.008325577,2.081799864,-2.374906873,-0.089274618
4.041406870,2.141757717,-2.380976847,-0.003910441
4.058719873,2.170838939,-2.384075481,0.031550235
4.091840029,2.227918227,-2.387697398,0.091998584
4.131128550,2.296995027,-2.395432579,0.152036158
4.163623810,2.346664186,-2.400748788,0.188474882
4.197268248,2.394244471,-2.404834154,0.213022542
4.225974083,2.462149819,-2.411815386,0.238665931
4.259579420,2.517743506,-2.419063929,0.245883338
4.292160988,2.574463994,-2.426265623,0.242102527
4.325568438,2.629061820,-2.432780685,0.228729396
4.358570099,2.685603084,-2.440597784,0.205530350
4.391410351,2.738917733,-2.445737035,0.175749493
4.425444365,2.792187677,-2.453372663,0.128459338
4.475498676,2.872443768,-2.462800119,0.040445552
