t,x,y,z
0.000000000,-3.373482943,-0.556237069,0.010977780
0.010743856,-3.397840291,-0.545564616,0.014347208
0.027639389,-3.430369906,-0.530461711,0.017553249
0.038600922,-3.448520004,-0.520982930,0.018208103
0.049425602,-3.463530820,-0.512241616,0.018855623
0.066354513,-3.481195883,-0.501145685,0.018888292
0.082826138,-3.492215993,-0.492503397,0.018108138
0.104715586,-3.501500064,-0.483571562,0.014865323
0.115788221,-3.503967732,-0.480078874,0.012771272
0.132677078,-3.505718907,-0.474754689,0.008724352
0.144379139,-3.506100189,-0.471278922,0.007636910
0.160380840,-3.508567173,-0.468309295,0.006579932
0.182306528,-3.516327058,-0.464792843,0.004980600
0.194495201,-3.519487632,-0.463243627,0.005865850
0.210681438,-3.522528879,-0.462371522,0.006575426
0.226788044,-3.523845884,-0.461380276,0.006905253
0.239052296,-3.524917726,-0.460756530,0.007034658
0.256569147,-3.525352308,-0.460522597,0.007039457
0.279044151,-3.525748892,-0.459981937,0.007014042
0.295474052,-3.525876616,-0.459699139,0.006820405
0.317703247,-3.526134187,-0.458624694,0.006984803
0.334377766,-3.526415858,-0.458473221,0.007250702
0.356642008,-3.526676063,-0.458075919,0.007106951
0.373351574,-3.526758311,-0.458148554,0.007006719
0.395493984,-3.526783381,-0.457970108,0.006821715
0.412307739,-3.526809105,-0.457996068,0.006738935
0.429217577,-3.526840773,-0.458026955,0.006648838
0.451336384,-3.526941976,-0.456417923,0.006856682
0.473415375,-3.526921762,-0.456229524,0.006786762
0.490298271,-3.526897962,-0.456271728,0.006769596
0.512508154,-3.341749680,-0.401948174,0.159629889
0.524153471,-3.371535317,-0.387508844,0.143269054
0.545639515,-3.404961756,-0.374324978,0.126440341
0.552590370,-3.427354305,-0.364605522,0.113325069
0.570368528,-3.461929145,-0.350224322,0.093183798
0.595543146,-3.516004347,-0.332134625,0.071090841
0.609366655,-3.556594825,-0.317056878,0.053226023
0.634526014,-3.601867700,-0.294882768,0.036201893
0.651314259,-3.641305772,-0.279392774,0.025334968
0.668142080,-3.685591252,-0.266231416,0.015587988
0.684419155,-3.725639695,-0.252852475,0.012058477
0.706628084,-3.779125187,-0.238294996,0.009314099
0.723343372,-3.817990078,-0.230133072,0.009009728
0.745551348,-3.866822894,-0.222551639,0.009895466
0.762533903,-3.898307698,-0.216542852,0.010487435
0.773461103,-3.916425544,-0.213110315,0.011712972
0.790245533,-3.938373641,-0.208924789,0.013419672
0.807394505,-3.957189638,-0.207506713,0.018885309
0.823192835,-3.963008218,-0.206528412,0.018747600
0.839915514,-3.970192956,-0.203224573,0.013656843
0.851284504,-3.972153894,-0.202728761,0.013220459
0.862510681,-3.974316874,-0.202012970,0.012070668
0.879343987,-3.978810007,-0.203042387,0.013770806
0.901136160,-3.987281357,-0.201555991,0.013668926
0.912207127,-3.991472165,-0.200677157,0.012700362
0.928877592,-3.996672647,-0.200465748,0.011835836
0.951132774,-4.000830326,-0.201087452,0.012545381
0.967778683,-4.002198612,-0.200566961,0.012332563
0.990105391,-4.003463503,-0.199573281,0.011845275
1.006700277,-4.003817517,-0.199170038,0.011551615
1.023448944,-4.004197700,-0.198609094,0.011061269
1.045558691,-4.004837792,-0.198076027,0.010536444
1.062376976,-4.005505600,-0.197871232,0.010009785
1.084439278,-4.006400433,-0.197393107,0.009205085
1.106652498,-4.007056614,-0.197081889,0.008587662
1.117832184,-4.007271754,-0.196991693,0.008311973
1.134420395,-4.007463615,-0.196814904,0.007884837
1.162195444,-4.007478683,-0.196537348,0.007076313
1.184424877,-4.007525200,-0.196465978,0.006487348
1.195625305,-4.008296471,-0.196476865,0.006150521
1.212168217,-4.015162553,-0.197388734,0.004382548
1.234514236,-4.018073597,-0.197041302,0.003944529
1.251136065,-4.017560983,-0.196065725,0.004704088
1.262325287,-4.017819487,-0.195881668,0.004425119
1.279000282,-4.017652511,-0.195762867,0.004314746
1.301028013,-4.024816107,-0.195667056,0.001451844
1.312238693,-4.026940070,-0.195458968,0.000679038
1.328978539,-4.026694748,-0.195347483,0.000611434
1.351433039,-4.026434926,-0.195329124,0.000452321
1.368233442,-4.026242794,-0.195138632,0.000322226
1.378962040,-4.026109798,-0.194981096,0.000253588
1.392968655,-4.025903005,-0.194723213,0.000056406
1.417990446,-4.025563173,-0.194666222,-0.000101750
1.429026842,-4.025406761,-0.194670482,-0.000164506
1.446118116,-4.025116605,-0.194580695,-0.000248014
1.473615646,-4.024723813,-0.194288454,-0.000570271
