t,x,y,z
0.000000000,-1.363918824,1.101068759,0.352038062
0.016685009,-1.389369471,1.103597707,0.379474991
0.039345741,-1.423268665,1.108224438,0.411101940
0.050878048,-1.446844568,1.110164708,0.431488645
0.073175669,-1.477606312,1.112511132,0.454222128
0.100991488,-1.513673896,1.114810535,0.474649109
0.123075962,-1.542327490,1.114602688,0.482983438
0.139766216,-1.564679918,1.113487970,0.485749870
0.161712170,-1.585518844,1.111922136,0.487144363
0.167197943,-1.600512854,1.111213587,0.486945505
0.184368610,-1.623516994,1.109699403,0.484477390
0.211502552,-1.656260493,1.107436216,0.477002568
0.227795362,-1.682268284,1.105353941,0.468441133
0.247567415,-1.718511312,1.102280641,0.453100325
0.264318228,-1.746771540,1.099500047,0.439576391
0.296353340,-1.805327046,1.090649614,0.405243844
0.322680950,-1.844758415,1.084003151,0.376343938
0.334221363,-1.864154776,1.080349689,0.359867038
0.345415354,-1.892287232,1.074598129,0.333049595
0.372973919,-1.934995767,1.064904791,0.283611166
0.389881611,-1.956723364,1.059720383,0.252594595
0.405907631,-1.969324616,1.056322846,0.232110830
0.422787428,-1.985403716,1.051893322,0.202036191
0.445296049,-2.002114012,1.045795002,0.166136201
0.455816031,-2.009110287,1.042944937,0.150449110
0.467655659,-2.019027090,1.039075114,0.130154858
0.495295286,-2.035251053,1.034446309,0.102440279
0.517926693,-2.048617871,1.032821828,0.083310718
0.539266348,-2.059254228,1.031928779,0.070688439
0.550292492,-2.066827780,1.031206682,0.063106549
0.567743301,-2.079043882,1.030201155,0.052193367
0.584319830,-2.098722181,1.030060525,0.038608985
0.606697321,-2.122890917,1.029862039,0.026704059
0.639240265,-2.159118634,1.029380897,0.014213449
0.661829233,-2.201039018,1.028220278,0.004257875
0.689759254,-2.248252707,1.025816049,-0.001487544
0.711528778,-2.278448648,1.023723950,-0.003174418
0.719326735,-2.299240045,1.021953371,-0.003380169
0.739659309,-2.342108682,1.018310223,-0.002394429
0.767536402,-2.397246806,1.012930082,0.001357518
0.789322376,-2.430561005,1.008728109,0.004821168
0.805609226,-2.463965259,1.003955405,0.009414409
0.827947855,-2.508382074,0.996974063,0.016671858
0.839065790,-2.530190393,0.993697935,0.020472629
0.855785847,-2.562643457,0.989394200,0.026740539
0.877990246,-2.604372707,0.984643690,0.034523936
0.894942760,-2.646820209,0.979744199,0.044005246
0.916798830,-2.677752390,0.975891725,0.051384387
0.933877230,-2.707667376,0.971925129,0.058806877
0.944625378,-2.726971225,0.969175867,0.063575089
0.961524010,-2.755178637,0.965417410,0.070462543
0.994676113,-2.808535984,0.958831981,0.082679513
1.011468410,-2.833437734,0.956542807,0.088047055
1.024027348,-2.858676330,0.954359471,0.093724421
1.040930986,-2.883466132,0.952211406,0.099810755
1.063274622,-2.915971777,0.949296408,0.108715870
1.081376314,-2.940119539,0.947360512,0.115832704
1.097872496,-2.964313831,0.945646501,0.122961399
1.119732857,-2.996104153,0.943911161,0.131592128
1.139200211,-3.019620144,0.942865842,0.136880894
1.161426544,-3.050629389,0.941685833,0.142463387
1.172826767,-3.065973873,0.941047500,0.144636927
1.189154625,-3.088846390,0.940064052,0.147142744
1.211432695,-3.118683644,0.938460801,0.149565159
1.227897882,-3.140546787,0.936761076,0.150984844
1.253059864,-3.175887273,0.933622368,0.152523112
1.278845549,-3.202789882,0.931305197,0.152778833
1.289786577,-3.214825096,0.929722547,0.152055596
1.306503773,-3.233568451,0.927837651,0.151227194
1.328976631,-3.262591593,0.924887167,0.149730837
1.350465775,-3.281008039,0.923129714,0.149628012
1.372567177,-3.303651446,0.920890899,0.148037538
1.383462667,-3.313950324,0.920389245,0.145497385
1.400479794,-3.327031221,0.920916568,0.137268873
1.405758142,-3.330225262,0.921008799,0.134693476
