t,x,y,z
0.000000000,-0.245336708,-1.295276982,0.492764569
0.010732174,-0.257896850,-1.297788623,0.486662222
0.027390003,-0.277726271,-1.301887153,0.475210503
0.049698830,-0.304387388,-1.306944885,0.457709018
0.066269875,-0.322847873,-1.309842308,0.441951898
0.088493586,-0.262017433,-1.311880011,0.487894439
0.099592686,-0.228422826,-1.312035585,0.513159031
0.110743999,-0.194544921,-1.311484454,0.536667862
0.127375841,-0.144278023,-1.311290412,0.569359887
0.149708509,-0.077643899,-1.311052614,0.608878764
0.160986662,-0.044566817,-1.310466513,0.626888239
0.177437305,0.005140429,-1.309382378,0.651013869
0.199721813,0.070422976,-1.308280234,0.677884819
0.216228008,0.119289974,-1.307675496,0.695230427
0.238506794,0.184023451,-1.306108766,0.714137878
0.261149406,0.248450520,-1.304123794,0.727104020
0.277406454,0.295855125,-1.303322048,0.733980121
0.299766302,0.360108718,-1.301600355,0.738891906
0.310821056,0.391828515,-1.300497841,0.739555411
0.327426195,0.439319707,-1.298597614,0.737453486
0.349706650,0.501168797,-1.297002033,0.731046732
0.366287231,0.548735672,-1.295663839,0.723079744
0.388592482,0.610622717,-1.293021585,0.708364827
0.399682999,0.641658938,-1.291637420,0.698678873
0.421931982,0.702562041,-1.289767952,0.676073758
0.444087744,0.763859102,-1.287554303,0.649424905
0.461004257,0.809636082,-1.285331390,0.626009461
0.483078003,0.869436210,-1.282889488,0.590217464
0.494214773,0.899274463,-1.282054592,0.570710490
0.510797977,0.944232445,-1.280600164,0.539642160
0.533045053,1.003470901,-1.277749160,0.493973714
0.544062614,1.032832570,-1.276531185,0.469113302
0.560802460,1.075985697,-1.275291903,0.429917768
0.583121538,1.134574917,-1.273663147,0.374216360
0.594089746,1.163095029,-1.272374364,0.344668397
0.605304003,1.191930696,-1.270842079,0.313596119
0.622029543,1.234425874,-1.269625334,0.264888719
0.644098282,1.291298287,-1.268404145,0.196607178
0.655183315,1.319426573,-1.267824758,0.161242309
0.671956778,1.361692077,-1.266428444,0.105841072
0.694097281,1.416968025,-1.264980034,0.027574008
0.705177307,1.442650478,-1.264926847,-0.016448814
0.721915960,1.484837076,-1.264687038,-0.078096051
0.744049788,1.528286246,-1.257590517,-0.024571107
0.755179405,1.548626457,-1.253548527,0.011170997
0.771963835,1.578756530,-1.248458847,0.060864900
0.794065952,1.616994040,-1.241407991,0.122405064
0.805163145,1.637023725,-1.237873552,0.151307980
0.821910143,1.667817654,-1.231307570,0.191773882
0.844172239,1.707012042,-1.224273232,0.241148530
0.866319418,1.746476277,-1.217294734,0.285404669
0.877405643,1.766067600,-1.213545795,0.305699992
0.894062519,1.796104728,-1.206670135,0.333586544
0.916286707,1.834597604,-1.199560977,0.366283248
0.938534975,1.873090519,-1.192314777,0.393816801
0.955164671,1.902914411,-1.185980486,0.411339684
0.977401018,1.938594508,-1.178301962,0.429836625
0.994134188,1.968139553,-1.172874934,0.440616009
1.016354561,2.004583664,-1.165450262,0.450849898
1.027389050,2.024515149,-1.160729084,0.453853414
1.044063807,2.052102179,-1.154983559,0.456375770
1.066278934,2.090737752,-1.147912215,0.455276195
1.077394247,2.108919028,-1.144433103,0.452781391
1.094046354,2.138285355,-1.138321939,0.447082208
1.116296291,2.175090388,-1.130369051,0.435230566
1.127410889,2.194425103,-1.127099429,0.427283331
1.144074440,2.222124424,-1.122244184,0.413009141
1.166256428,2.259966253,-1.114251279,0.390334657
1.183045387,2.286986539,-1.109125272,0.370091878
1.205164671,2.324451372,-1.102997723,0.338867065
1.217970371,2.350627677,-1.098374635,0.312380744
1.244267225,2.387775547,-1.090878592,0.273856546
1.276949167,2.421223420,-1.080297161,0.294341631
1.299621105,2.435704442,-1.088149385,0.315380063
1.316358089,2.434888345,-1.076531665,0.328309014
1.327405691,2.441845036,-1.068586847,0.336652753
1.344315052,2.455251886,-1.058252899,0.349852978
1.366340637,2.472285660,-1.044216593,0.366850450
1.377459764,2.480349754,-1.036712122,0.374914978
1.394241571,2.492016719,-1.024180035,0.387267126
1.405262709,2.498878341,-1.015344437,0.395679643
1.416380167,2.505665969,-1.006188859,0.404662519
1.433001041,2.515171238,-0.990586663,0.419474642
1.455305338,2.523164272,-0.963824270,0.441732998
1.466366529,2.530372123,-0.951023336,0.455492792
1.477449656,2.538592853,-0.937105567,0.471621015
1.494134188,2.553539285,-0.914457115,0.499493770
1.505206347,2.565549394,-0.899763717,0.519833519
1.516384602,2.579707450,-0.884942695,0.541615952
1.533005714,2.603107534,-0.862969550,0.574735883
1.555272341,2.638623710,-0.834926382,0.617364440
1.577463865,2.679768326,-0.807300251,0.657926285
1.594075203,2.712086807,-0.788549649,0.684500239
1.616365194,2.751104181,-0.768025753,0.713633178
1.633247852,2.778785030,-0.757748127,0.730744835
1.655260563,2.811977341,-0.743153347,0.751584312
1.666377544,2.827197181,-0.736462985,0.760595048
1.688600540,2.854976220,-0.724106698,0.775386614
1.710988283,2.878928786,-0.713400712,0.786099101
1.722028017,2.889461821,-0.708977357,0.790237124
1.738599539,2.903458940,-0.702908140,0.794738160
1.760809183,2.917707445,-0.696516733,0.797712960
1.772017002,2.922243078,-0.693715945,0.798066838
1.788517475,2.926276622,-0.689193039,0.797366104
1.811141253,2.925549192,-0.682538653,0.794329305
1.827491999,2.919340611,-0.677751322,0.790952692
1.838567734,2.912298991,-0.674601431,0.788187520
1.849867582,2.903176283,-0.671651138,0.784984758
1.866357565,2.886782338,-0.673255531,0.778466456
1.888585329,2.855288485,-0.668172016,0.763002458
1.899609804,2.836611857,-0.665834251,0.752425702
1.916316271,2.805398117,-0.662797170,0.732142724
1.938855171,2.756433277,-0.660669600,0.695771830
1.960902452,2.693716550,-0.665144442,0.641894133
1.972157240,2.658430513,-0.669322794,0.606263085
1.988511324,2.604966928,-0.679166541,0.545162374
2.010989666,2.533729916,-0.691894244,0.455846927
